filepath,label
chunks\fake\biden-to-musk_chunk127.wav,1
chunks\fake\biden-to-musk_chunk128.wav,1
chunks\fake\biden-to-musk_chunk129.wav,1
chunks\fake\biden-to-musk_chunk13.wav,1
chunks\fake\biden-to-musk_chunk130.wav,1
chunks\fake\biden-to-musk_chunk131.wav,1
chunks\fake\biden-to-musk_chunk132.wav,1
chunks\fake\biden-to-musk_chunk133.wav,1
chunks\fake\biden-to-musk_chunk134.wav,1
chunks\fake\biden-to-musk_chunk135.wav,1
chunks\fake\biden-to-musk_chunk136.wav,1
chunks\fake\biden-to-musk_chunk137.wav,1
chunks\fake\biden-to-musk_chunk138.wav,1
chunks\fake\biden-to-musk_chunk139.wav,1
chunks\fake\biden-to-musk_chunk14.wav,1
chunks\fake\biden-to-musk_chunk140.wav,1
chunks\fake\biden-to-musk_chunk141.wav,1
chunks\fake\biden-to-musk_chunk142.wav,1
chunks\fake\biden-to-musk_chunk143.wav,1
chunks\fake\biden-to-musk_chunk144.wav,1
chunks\fake\biden-to-musk_chunk145.wav,1
chunks\fake\biden-to-musk_chunk146.wav,1
chunks\fake\biden-to-musk_chunk147.wav,1
chunks\fake\biden-to-musk_chunk148.wav,1
chunks\fake\biden-to-musk_chunk149.wav,1
chunks\fake\biden-to-musk_chunk15.wav,1
chunks\fake\biden-to-musk_chunk150.wav,1
chunks\fake\biden-to-musk_chunk151.wav,1
chunks\fake\biden-to-musk_chunk152.wav,1
chunks\fake\biden-to-musk_chunk153.wav,1
chunks\fake\biden-to-musk_chunk154.wav,1
chunks\fake\biden-to-musk_chunk155.wav,1
chunks\fake\biden-to-musk_chunk156.wav,1
chunks\fake\biden-to-musk_chunk157.wav,1
chunks\fake\biden-to-musk_chunk158.wav,1
chunks\fake\biden-to-musk_chunk159.wav,1
chunks\fake\biden-to-musk_chunk16.wav,1
chunks\fake\biden-to-musk_chunk160.wav,1
chunks\fake\biden-to-musk_chunk161.wav,1
chunks\fake\biden-to-musk_chunk162.wav,1
chunks\fake\biden-to-musk_chunk163.wav,1
chunks\fake\biden-to-musk_chunk164.wav,1
chunks\fake\biden-to-musk_chunk165.wav,1
chunks\fake\biden-to-musk_chunk166.wav,1
chunks\fake\biden-to-musk_chunk167.wav,1
chunks\fake\biden-to-musk_chunk168.wav,1
chunks\fake\biden-to-musk_chunk169.wav,1
chunks\fake\biden-to-musk_chunk17.wav,1
chunks\fake\biden-to-musk_chunk170.wav,1
chunks\fake\biden-to-musk_chunk171.wav,1
chunks\fake\biden-to-musk_chunk172.wav,1
chunks\fake\biden-to-musk_chunk173.wav,1
chunks\fake\biden-to-musk_chunk174.wav,1
chunks\fake\biden-to-musk_chunk175.wav,1
chunks\fake\biden-to-musk_chunk176.wav,1
chunks\fake\biden-to-musk_chunk177.wav,1
chunks\fake\biden-to-musk_chunk178.wav,1
chunks\fake\biden-to-musk_chunk179.wav,1
chunks\fake\biden-to-musk_chunk18.wav,1
chunks\fake\biden-to-musk_chunk180.wav,1
chunks\fake\biden-to-musk_chunk181.wav,1
chunks\fake\biden-to-musk_chunk182.wav,1
chunks\fake\biden-to-musk_chunk183.wav,1
chunks\fake\biden-to-musk_chunk184.wav,1
chunks\fake\biden-to-musk_chunk185.wav,1
chunks\fake\biden-to-musk_chunk186.wav,1
chunks\fake\biden-to-musk_chunk187.wav,1
chunks\fake\biden-to-musk_chunk188.wav,1
chunks\fake\biden-to-musk_chunk189.wav,1
chunks\fake\biden-to-musk_chunk19.wav,1
chunks\fake\biden-to-musk_chunk190.wav,1
chunks\fake\biden-to-musk_chunk191.wav,1
chunks\fake\biden-to-musk_chunk192.wav,1
chunks\fake\biden-to-musk_chunk193.wav,1
chunks\fake\biden-to-musk_chunk194.wav,1
chunks\fake\biden-to-musk_chunk195.wav,1
chunks\fake\biden-to-musk_chunk196.wav,1
chunks\fake\biden-to-musk_chunk197.wav,1
chunks\fake\biden-to-musk_chunk198.wav,1
chunks\fake\biden-to-musk_chunk199.wav,1
chunks\fake\biden-to-musk_chunk2.wav,1
chunks\fake\biden-to-musk_chunk20.wav,1
chunks\fake\biden-to-musk_chunk21.wav,1
chunks\fake\biden-to-musk_chunk22.wav,1
chunks\fake\biden-to-musk_chunk23.wav,1
chunks\fake\biden-to-musk_chunk24.wav,1
chunks\fake\biden-to-musk_chunk25.wav,1
chunks\fake\biden-to-musk_chunk26.wav,1
chunks\fake\biden-to-musk_chunk27.wav,1
chunks\fake\biden-to-musk_chunk28.wav,1
chunks\fake\biden-to-musk_chunk29.wav,1
chunks\fake\biden-to-musk_chunk3.wav,1
chunks\fake\biden-to-musk_chunk30.wav,1
chunks\fake\biden-to-musk_chunk31.wav,1
chunks\fake\biden-to-musk_chunk32.wav,1
chunks\fake\biden-to-musk_chunk33.wav,1
chunks\fake\biden-to-musk_chunk34.wav,1
chunks\fake\biden-to-musk_chunk35.wav,1
chunks\fake\biden-to-musk_chunk36.wav,1
chunks\fake\biden-to-musk_chunk37.wav,1
chunks\fake\biden-to-musk_chunk38.wav,1
chunks\fake\biden-to-musk_chunk39.wav,1
chunks\fake\biden-to-musk_chunk4.wav,1
chunks\fake\biden-to-musk_chunk40.wav,1
chunks\fake\biden-to-musk_chunk41.wav,1
chunks\fake\biden-to-musk_chunk42.wav,1
chunks\fake\biden-to-musk_chunk43.wav,1
chunks\fake\biden-to-musk_chunk44.wav,1
chunks\fake\biden-to-musk_chunk45.wav,1
chunks\fake\biden-to-musk_chunk46.wav,1
chunks\fake\biden-to-musk_chunk47.wav,1
chunks\fake\biden-to-musk_chunk48.wav,1
chunks\fake\biden-to-musk_chunk49.wav,1
chunks\fake\biden-to-musk_chunk5.wav,1
chunks\fake\biden-to-musk_chunk50.wav,1
chunks\fake\biden-to-musk_chunk51.wav,1
chunks\fake\biden-to-musk_chunk52.wav,1
chunks\fake\biden-to-musk_chunk53.wav,1
chunks\fake\biden-to-musk_chunk54.wav,1
chunks\fake\biden-to-musk_chunk55.wav,1
chunks\fake\biden-to-musk_chunk56.wav,1
chunks\fake\biden-to-musk_chunk57.wav,1
chunks\fake\biden-to-musk_chunk58.wav,1
chunks\fake\biden-to-musk_chunk59.wav,1
chunks\fake\biden-to-musk_chunk6.wav,1
chunks\fake\biden-to-musk_chunk60.wav,1
chunks\fake\biden-to-musk_chunk61.wav,1
chunks\fake\biden-to-musk_chunk62.wav,1
chunks\fake\biden-to-musk_chunk63.wav,1
chunks\fake\biden-to-musk_chunk64.wav,1
chunks\fake\biden-to-musk_chunk65.wav,1
chunks\fake\biden-to-musk_chunk66.wav,1
chunks\fake\biden-to-musk_chunk67.wav,1
chunks\fake\biden-to-musk_chunk68.wav,1
chunks\fake\biden-to-musk_chunk69.wav,1
chunks\fake\biden-to-musk_chunk7.wav,1
chunks\fake\biden-to-musk_chunk70.wav,1
chunks\fake\biden-to-musk_chunk71.wav,1
chunks\fake\biden-to-musk_chunk72.wav,1
chunks\fake\biden-to-musk_chunk73.wav,1
chunks\fake\biden-to-musk_chunk74.wav,1
chunks\fake\biden-to-musk_chunk75.wav,1
chunks\fake\biden-to-musk_chunk76.wav,1
chunks\fake\biden-to-musk_chunk77.wav,1
chunks\fake\biden-to-musk_chunk78.wav,1
chunks\fake\biden-to-musk_chunk79.wav,1
chunks\fake\biden-to-musk_chunk8.wav,1
chunks\fake\biden-to-musk_chunk80.wav,1
chunks\fake\biden-to-musk_chunk81.wav,1
chunks\fake\biden-to-musk_chunk82.wav,1
chunks\fake\biden-to-musk_chunk83.wav,1
chunks\fake\biden-to-musk_chunk84.wav,1
chunks\fake\biden-to-musk_chunk85.wav,1
chunks\fake\biden-to-musk_chunk86.wav,1
chunks\fake\biden-to-musk_chunk87.wav,1
chunks\fake\biden-to-musk_chunk88.wav,1
chunks\fake\biden-to-musk_chunk89.wav,1
chunks\fake\biden-to-musk_chunk9.wav,1
chunks\fake\biden-to-musk_chunk90.wav,1
chunks\fake\biden-to-musk_chunk91.wav,1
chunks\fake\biden-to-musk_chunk92.wav,1
chunks\fake\biden-to-musk_chunk93.wav,1
chunks\fake\biden-to-musk_chunk94.wav,1
chunks\fake\biden-to-musk_chunk95.wav,1
chunks\fake\biden-to-musk_chunk96.wav,1
chunks\fake\biden-to-musk_chunk97.wav,1
chunks\fake\biden-to-musk_chunk98.wav,1
chunks\fake\biden-to-musk_chunk99.wav,1
chunks\fake\biden-to-Obama_chunk0.wav,1
chunks\fake\biden-to-Obama_chunk1.wav,1
chunks\fake\biden-to-Obama_chunk10.wav,1
chunks\fake\biden-to-Obama_chunk100.wav,1
chunks\fake\biden-to-Obama_chunk101.wav,1
chunks\fake\biden-to-Obama_chunk102.wav,1
chunks\fake\biden-to-Obama_chunk103.wav,1
chunks\fake\biden-to-Obama_chunk104.wav,1
chunks\fake\biden-to-Obama_chunk105.wav,1
chunks\fake\biden-to-Obama_chunk106.wav,1
chunks\fake\biden-to-Obama_chunk107.wav,1
chunks\fake\biden-to-Obama_chunk108.wav,1
chunks\fake\biden-to-Obama_chunk109.wav,1
chunks\fake\biden-to-Obama_chunk11.wav,1
chunks\fake\biden-to-Obama_chunk110.wav,1
chunks\fake\biden-to-Obama_chunk111.wav,1
chunks\fake\biden-to-Obama_chunk112.wav,1
chunks\fake\biden-to-Obama_chunk113.wav,1
chunks\fake\biden-to-Obama_chunk114.wav,1
chunks\fake\biden-to-Obama_chunk115.wav,1
chunks\fake\biden-to-Obama_chunk116.wav,1
chunks\fake\biden-to-Obama_chunk117.wav,1
chunks\fake\biden-to-Obama_chunk118.wav,1
chunks\fake\biden-to-Obama_chunk119.wav,1
chunks\fake\biden-to-Obama_chunk12.wav,1
chunks\fake\biden-to-Obama_chunk120.wav,1
chunks\fake\biden-to-Obama_chunk121.wav,1
chunks\fake\biden-to-Obama_chunk122.wav,1
chunks\fake\biden-to-Obama_chunk123.wav,1
chunks\fake\biden-to-Obama_chunk124.wav,1
chunks\fake\biden-to-Obama_chunk125.wav,1
chunks\fake\biden-to-Obama_chunk126.wav,1
chunks\fake\biden-to-Obama_chunk127.wav,1
chunks\fake\biden-to-Obama_chunk128.wav,1
chunks\fake\biden-to-Obama_chunk129.wav,1
chunks\fake\biden-to-Obama_chunk13.wav,1
chunks\fake\biden-to-Obama_chunk130.wav,1
chunks\fake\biden-to-Obama_chunk131.wav,1
chunks\fake\biden-to-Obama_chunk132.wav,1
chunks\fake\biden-to-Obama_chunk133.wav,1
chunks\fake\biden-to-Obama_chunk134.wav,1
chunks\fake\biden-to-Obama_chunk135.wav,1
chunks\fake\biden-to-Obama_chunk136.wav,1
chunks\fake\biden-to-Obama_chunk137.wav,1
chunks\fake\biden-to-Obama_chunk138.wav,1
chunks\fake\biden-to-Obama_chunk139.wav,1
chunks\fake\biden-to-Obama_chunk14.wav,1
chunks\fake\biden-to-Obama_chunk140.wav,1
chunks\fake\biden-to-Obama_chunk141.wav,1
chunks\fake\biden-to-Obama_chunk142.wav,1
chunks\fake\biden-to-Obama_chunk143.wav,1
chunks\fake\biden-to-Obama_chunk144.wav,1
chunks\fake\biden-to-Obama_chunk145.wav,1
chunks\fake\biden-to-Obama_chunk146.wav,1
chunks\fake\biden-to-Obama_chunk147.wav,1
chunks\fake\biden-to-Obama_chunk148.wav,1
chunks\fake\biden-to-Obama_chunk149.wav,1
chunks\fake\biden-to-Obama_chunk15.wav,1
chunks\fake\biden-to-Obama_chunk150.wav,1
chunks\fake\biden-to-Obama_chunk151.wav,1
chunks\fake\biden-to-Obama_chunk152.wav,1
chunks\fake\biden-to-Obama_chunk153.wav,1
chunks\fake\biden-to-Obama_chunk154.wav,1
chunks\fake\biden-to-Obama_chunk155.wav,1
chunks\fake\biden-to-Obama_chunk156.wav,1
chunks\fake\biden-to-Obama_chunk157.wav,1
chunks\fake\biden-to-Obama_chunk158.wav,1
chunks\fake\biden-to-Obama_chunk159.wav,1
chunks\fake\biden-to-Obama_chunk16.wav,1
chunks\fake\biden-to-Obama_chunk160.wav,1
chunks\fake\biden-to-Obama_chunk161.wav,1
chunks\fake\biden-to-Obama_chunk162.wav,1
chunks\fake\biden-to-Obama_chunk163.wav,1
chunks\fake\biden-to-Obama_chunk164.wav,1
chunks\fake\biden-to-Obama_chunk165.wav,1
chunks\fake\biden-to-Obama_chunk166.wav,1
chunks\fake\biden-to-Obama_chunk167.wav,1
chunks\fake\biden-to-Obama_chunk168.wav,1
chunks\fake\biden-to-Obama_chunk169.wav,1
chunks\fake\biden-to-Obama_chunk17.wav,1
chunks\fake\biden-to-Obama_chunk170.wav,1
chunks\fake\biden-to-Obama_chunk171.wav,1
chunks\fake\biden-to-Obama_chunk172.wav,1
chunks\fake\biden-to-Obama_chunk173.wav,1
chunks\fake\biden-to-Obama_chunk174.wav,1
chunks\fake\biden-to-Obama_chunk175.wav,1
chunks\fake\biden-to-Obama_chunk176.wav,1
chunks\fake\biden-to-Obama_chunk177.wav,1
chunks\fake\biden-to-Obama_chunk178.wav,1
chunks\fake\biden-to-Obama_chunk179.wav,1
chunks\fake\biden-to-Obama_chunk18.wav,1
chunks\fake\biden-to-Obama_chunk180.wav,1
chunks\fake\biden-to-Obama_chunk181.wav,1
chunks\fake\biden-to-Obama_chunk182.wav,1
chunks\fake\biden-to-Obama_chunk183.wav,1
chunks\fake\biden-to-Obama_chunk184.wav,1
chunks\fake\biden-to-Obama_chunk185.wav,1
chunks\fake\biden-to-Obama_chunk186.wav,1
chunks\fake\biden-to-Obama_chunk187.wav,1
chunks\fake\biden-to-Obama_chunk188.wav,1
chunks\fake\biden-to-Obama_chunk189.wav,1
chunks\fake\biden-to-Obama_chunk19.wav,1
chunks\fake\biden-to-Obama_chunk190.wav,1
chunks\fake\biden-to-Obama_chunk191.wav,1
chunks\fake\biden-to-Obama_chunk192.wav,1
chunks\fake\biden-to-Obama_chunk193.wav,1
chunks\fake\biden-to-Obama_chunk194.wav,1
chunks\fake\biden-to-Obama_chunk195.wav,1
chunks\fake\biden-to-Obama_chunk196.wav,1
chunks\fake\biden-to-Obama_chunk197.wav,1
chunks\fake\biden-to-Obama_chunk198.wav,1
chunks\fake\biden-to-Obama_chunk199.wav,1
chunks\fake\biden-to-Obama_chunk2.wav,1
chunks\fake\biden-to-Obama_chunk20.wav,1
chunks\fake\biden-to-Obama_chunk21.wav,1
chunks\fake\biden-to-Obama_chunk22.wav,1
chunks\fake\biden-to-Obama_chunk23.wav,1
chunks\fake\biden-to-Obama_chunk24.wav,1
chunks\fake\biden-to-Obama_chunk25.wav,1
chunks\fake\biden-to-Obama_chunk26.wav,1
chunks\fake\biden-to-Obama_chunk27.wav,1
chunks\fake\biden-to-Obama_chunk28.wav,1
chunks\fake\biden-to-Obama_chunk29.wav,1
chunks\fake\biden-to-Obama_chunk3.wav,1
chunks\fake\biden-to-Obama_chunk30.wav,1
chunks\fake\biden-to-Obama_chunk31.wav,1
chunks\fake\biden-to-Obama_chunk32.wav,1
chunks\fake\biden-to-Obama_chunk33.wav,1
chunks\fake\biden-to-Obama_chunk34.wav,1
chunks\fake\biden-to-Obama_chunk35.wav,1
chunks\fake\biden-to-Obama_chunk36.wav,1
chunks\fake\biden-to-Obama_chunk37.wav,1
chunks\fake\biden-to-Obama_chunk38.wav,1
chunks\fake\biden-to-Obama_chunk39.wav,1
chunks\fake\biden-to-Obama_chunk4.wav,1
chunks\fake\biden-to-Obama_chunk40.wav,1
chunks\fake\biden-to-Obama_chunk41.wav,1
chunks\fake\biden-to-Obama_chunk42.wav,1
chunks\fake\biden-to-Obama_chunk43.wav,1
chunks\fake\biden-to-Obama_chunk44.wav,1
chunks\fake\biden-to-Obama_chunk45.wav,1
chunks\fake\biden-to-Obama_chunk46.wav,1
chunks\fake\biden-to-Obama_chunk47.wav,1
chunks\fake\biden-to-Obama_chunk48.wav,1
chunks\fake\biden-to-Obama_chunk49.wav,1
chunks\fake\biden-to-Obama_chunk5.wav,1
chunks\fake\biden-to-Obama_chunk50.wav,1
chunks\fake\biden-to-Obama_chunk51.wav,1
chunks\fake\biden-to-Obama_chunk52.wav,1
chunks\fake\biden-to-Obama_chunk53.wav,1
chunks\fake\biden-to-Obama_chunk54.wav,1
chunks\fake\biden-to-Obama_chunk55.wav,1
chunks\fake\biden-to-Obama_chunk56.wav,1
chunks\fake\biden-to-Obama_chunk57.wav,1
chunks\fake\biden-to-Obama_chunk58.wav,1
chunks\fake\biden-to-Obama_chunk59.wav,1
chunks\fake\biden-to-Obama_chunk6.wav,1
chunks\fake\biden-to-Obama_chunk60.wav,1
chunks\fake\biden-to-Obama_chunk61.wav,1
chunks\fake\biden-to-Obama_chunk62.wav,1
chunks\fake\biden-to-Obama_chunk63.wav,1
chunks\fake\biden-to-Obama_chunk64.wav,1
chunks\fake\biden-to-Obama_chunk65.wav,1
chunks\fake\biden-to-Obama_chunk66.wav,1
chunks\fake\biden-to-Obama_chunk67.wav,1
chunks\fake\biden-to-Obama_chunk68.wav,1
chunks\fake\biden-to-Obama_chunk69.wav,1
chunks\fake\biden-to-Obama_chunk7.wav,1
chunks\fake\biden-to-Obama_chunk70.wav,1
chunks\fake\biden-to-Obama_chunk71.wav,1
chunks\fake\biden-to-Obama_chunk72.wav,1
chunks\fake\biden-to-Obama_chunk73.wav,1
chunks\fake\biden-to-Obama_chunk74.wav,1
chunks\fake\biden-to-Obama_chunk75.wav,1
chunks\fake\biden-to-Obama_chunk76.wav,1
chunks\fake\biden-to-Obama_chunk77.wav,1
chunks\fake\biden-to-Obama_chunk78.wav,1
chunks\fake\biden-to-Obama_chunk79.wav,1
chunks\fake\biden-to-Obama_chunk8.wav,1
chunks\fake\biden-to-Obama_chunk80.wav,1
chunks\fake\biden-to-Obama_chunk81.wav,1
chunks\fake\biden-to-Obama_chunk82.wav,1
chunks\fake\biden-to-Obama_chunk83.wav,1
chunks\fake\biden-to-Obama_chunk84.wav,1
chunks\fake\biden-to-Obama_chunk85.wav,1
chunks\fake\biden-to-Obama_chunk86.wav,1
chunks\fake\biden-to-Obama_chunk87.wav,1
chunks\fake\biden-to-Obama_chunk88.wav,1
chunks\fake\biden-to-Obama_chunk89.wav,1
chunks\fake\biden-to-Obama_chunk9.wav,1
chunks\fake\biden-to-Obama_chunk90.wav,1
chunks\fake\biden-to-Obama_chunk91.wav,1
chunks\fake\biden-to-Obama_chunk92.wav,1
chunks\fake\biden-to-Obama_chunk93.wav,1
chunks\fake\biden-to-Obama_chunk94.wav,1
chunks\fake\biden-to-Obama_chunk95.wav,1
chunks\fake\biden-to-Obama_chunk96.wav,1
chunks\fake\biden-to-Obama_chunk97.wav,1
chunks\fake\biden-to-Obama_chunk98.wav,1
chunks\fake\biden-to-Obama_chunk99.wav,1
chunks\fake\biden-to-ryan_chunk0.wav,1
chunks\fake\biden-to-ryan_chunk1.wav,1
chunks\fake\biden-to-ryan_chunk10.wav,1
chunks\fake\biden-to-ryan_chunk100.wav,1
chunks\fake\biden-to-ryan_chunk101.wav,1
chunks\fake\biden-to-ryan_chunk102.wav,1
chunks\fake\biden-to-ryan_chunk103.wav,1
chunks\fake\biden-to-ryan_chunk104.wav,1
chunks\fake\biden-to-ryan_chunk105.wav,1
chunks\fake\biden-to-ryan_chunk106.wav,1
chunks\fake\biden-to-ryan_chunk107.wav,1
chunks\fake\biden-to-ryan_chunk108.wav,1
chunks\fake\biden-to-ryan_chunk109.wav,1
chunks\fake\biden-to-ryan_chunk11.wav,1
chunks\fake\biden-to-ryan_chunk110.wav,1
chunks\fake\biden-to-ryan_chunk111.wav,1
chunks\fake\biden-to-ryan_chunk112.wav,1
chunks\fake\biden-to-ryan_chunk113.wav,1
chunks\fake\biden-to-ryan_chunk114.wav,1
chunks\fake\biden-to-ryan_chunk115.wav,1
chunks\fake\biden-to-ryan_chunk116.wav,1
chunks\fake\biden-to-ryan_chunk117.wav,1
chunks\fake\biden-to-ryan_chunk118.wav,1
chunks\fake\biden-to-ryan_chunk119.wav,1
chunks\fake\biden-to-ryan_chunk12.wav,1
chunks\fake\biden-to-ryan_chunk120.wav,1
chunks\fake\biden-to-ryan_chunk121.wav,1
chunks\fake\biden-to-ryan_chunk122.wav,1
chunks\fake\biden-to-ryan_chunk123.wav,1
chunks\fake\biden-to-ryan_chunk124.wav,1
chunks\fake\biden-to-ryan_chunk125.wav,1
chunks\fake\biden-to-ryan_chunk126.wav,1
chunks\fake\biden-to-ryan_chunk127.wav,1
chunks\fake\biden-to-ryan_chunk128.wav,1
chunks\fake\biden-to-ryan_chunk129.wav,1
chunks\fake\biden-to-ryan_chunk13.wav,1
chunks\fake\biden-to-ryan_chunk130.wav,1
chunks\fake\biden-to-ryan_chunk131.wav,1
chunks\fake\biden-to-ryan_chunk132.wav,1
chunks\fake\biden-to-ryan_chunk133.wav,1
chunks\fake\biden-to-ryan_chunk134.wav,1
chunks\fake\biden-to-ryan_chunk135.wav,1
chunks\fake\biden-to-ryan_chunk136.wav,1
chunks\fake\biden-to-ryan_chunk137.wav,1
chunks\fake\biden-to-ryan_chunk138.wav,1
chunks\fake\biden-to-ryan_chunk139.wav,1
chunks\fake\biden-to-ryan_chunk14.wav,1
chunks\fake\biden-to-ryan_chunk140.wav,1
chunks\fake\biden-to-ryan_chunk141.wav,1
chunks\fake\biden-to-ryan_chunk142.wav,1
chunks\fake\biden-to-ryan_chunk143.wav,1
chunks\fake\biden-to-ryan_chunk144.wav,1
chunks\fake\biden-to-ryan_chunk145.wav,1
chunks\fake\biden-to-ryan_chunk146.wav,1
chunks\fake\biden-to-ryan_chunk147.wav,1
chunks\fake\biden-to-ryan_chunk148.wav,1
chunks\fake\biden-to-ryan_chunk149.wav,1
chunks\fake\biden-to-ryan_chunk15.wav,1
chunks\fake\biden-to-ryan_chunk150.wav,1
chunks\fake\biden-to-ryan_chunk151.wav,1
chunks\fake\biden-to-ryan_chunk152.wav,1
chunks\fake\biden-to-ryan_chunk153.wav,1
chunks\fake\biden-to-ryan_chunk154.wav,1
chunks\fake\biden-to-ryan_chunk155.wav,1
chunks\fake\biden-to-ryan_chunk156.wav,1
chunks\fake\biden-to-ryan_chunk157.wav,1
chunks\fake\biden-to-ryan_chunk158.wav,1
chunks\fake\biden-to-ryan_chunk159.wav,1
chunks\fake\biden-to-ryan_chunk16.wav,1
chunks\fake\biden-to-ryan_chunk160.wav,1
chunks\fake\biden-to-ryan_chunk161.wav,1
chunks\fake\biden-to-ryan_chunk162.wav,1
chunks\fake\biden-to-ryan_chunk163.wav,1
chunks\fake\biden-to-ryan_chunk164.wav,1
chunks\fake\biden-to-ryan_chunk165.wav,1
chunks\fake\biden-to-ryan_chunk166.wav,1
chunks\fake\biden-to-ryan_chunk167.wav,1
chunks\fake\biden-to-ryan_chunk168.wav,1
chunks\fake\biden-to-ryan_chunk169.wav,1
chunks\fake\biden-to-ryan_chunk17.wav,1
chunks\fake\biden-to-ryan_chunk170.wav,1
chunks\fake\biden-to-ryan_chunk171.wav,1
chunks\fake\biden-to-ryan_chunk172.wav,1
chunks\fake\biden-to-ryan_chunk173.wav,1
chunks\fake\biden-to-ryan_chunk174.wav,1
chunks\fake\biden-to-ryan_chunk175.wav,1
chunks\fake\biden-to-ryan_chunk176.wav,1
chunks\fake\biden-to-ryan_chunk177.wav,1
chunks\fake\biden-to-ryan_chunk178.wav,1
chunks\fake\biden-to-ryan_chunk179.wav,1
chunks\fake\biden-to-ryan_chunk18.wav,1
chunks\fake\biden-to-ryan_chunk180.wav,1
chunks\fake\biden-to-ryan_chunk181.wav,1
chunks\fake\biden-to-ryan_chunk182.wav,1
chunks\fake\biden-to-ryan_chunk183.wav,1
chunks\fake\biden-to-ryan_chunk184.wav,1
chunks\fake\biden-to-ryan_chunk185.wav,1
chunks\fake\biden-to-ryan_chunk186.wav,1
chunks\fake\biden-to-ryan_chunk187.wav,1
chunks\fake\biden-to-ryan_chunk188.wav,1
chunks\fake\biden-to-ryan_chunk189.wav,1
chunks\fake\biden-to-ryan_chunk19.wav,1
chunks\fake\biden-to-ryan_chunk190.wav,1
chunks\fake\biden-to-ryan_chunk191.wav,1
chunks\fake\biden-to-ryan_chunk192.wav,1
chunks\fake\biden-to-ryan_chunk193.wav,1
chunks\fake\biden-to-ryan_chunk194.wav,1
chunks\fake\biden-to-ryan_chunk195.wav,1
chunks\fake\biden-to-ryan_chunk196.wav,1
chunks\fake\biden-to-ryan_chunk197.wav,1
chunks\fake\biden-to-ryan_chunk198.wav,1
chunks\fake\biden-to-ryan_chunk199.wav,1
chunks\fake\biden-to-ryan_chunk2.wav,1
chunks\fake\biden-to-ryan_chunk20.wav,1
chunks\fake\biden-to-ryan_chunk21.wav,1
chunks\fake\biden-to-ryan_chunk22.wav,1
chunks\fake\biden-to-ryan_chunk23.wav,1
chunks\fake\biden-to-ryan_chunk24.wav,1
chunks\fake\biden-to-ryan_chunk25.wav,1
chunks\fake\biden-to-ryan_chunk26.wav,1
chunks\fake\biden-to-ryan_chunk27.wav,1
chunks\fake\biden-to-ryan_chunk28.wav,1
chunks\fake\biden-to-ryan_chunk29.wav,1
chunks\fake\biden-to-ryan_chunk3.wav,1
chunks\fake\biden-to-ryan_chunk30.wav,1
chunks\fake\biden-to-ryan_chunk31.wav,1
chunks\fake\biden-to-ryan_chunk32.wav,1
chunks\fake\biden-to-ryan_chunk33.wav,1
chunks\fake\biden-to-ryan_chunk34.wav,1
chunks\fake\biden-to-ryan_chunk35.wav,1
chunks\fake\biden-to-ryan_chunk36.wav,1
chunks\fake\biden-to-ryan_chunk37.wav,1
chunks\fake\biden-to-ryan_chunk38.wav,1
chunks\fake\biden-to-ryan_chunk39.wav,1
chunks\fake\biden-to-ryan_chunk4.wav,1
chunks\fake\biden-to-ryan_chunk40.wav,1
chunks\fake\biden-to-ryan_chunk41.wav,1
chunks\fake\biden-to-ryan_chunk42.wav,1
chunks\fake\biden-to-ryan_chunk43.wav,1
chunks\fake\biden-to-ryan_chunk44.wav,1
chunks\fake\biden-to-ryan_chunk45.wav,1
chunks\fake\biden-to-ryan_chunk46.wav,1
chunks\fake\biden-to-ryan_chunk47.wav,1
chunks\fake\biden-to-ryan_chunk48.wav,1
chunks\fake\biden-to-ryan_chunk49.wav,1
chunks\fake\biden-to-ryan_chunk5.wav,1
chunks\fake\biden-to-ryan_chunk50.wav,1
chunks\fake\biden-to-ryan_chunk51.wav,1
chunks\fake\biden-to-ryan_chunk52.wav,1
chunks\fake\biden-to-ryan_chunk53.wav,1
chunks\fake\biden-to-ryan_chunk54.wav,1
chunks\fake\biden-to-ryan_chunk55.wav,1
chunks\fake\biden-to-ryan_chunk56.wav,1
chunks\fake\biden-to-ryan_chunk57.wav,1
chunks\fake\biden-to-ryan_chunk58.wav,1
chunks\fake\biden-to-ryan_chunk59.wav,1
chunks\fake\biden-to-ryan_chunk6.wav,1
chunks\fake\biden-to-ryan_chunk60.wav,1
chunks\fake\biden-to-ryan_chunk61.wav,1
chunks\fake\biden-to-ryan_chunk62.wav,1
chunks\fake\biden-to-ryan_chunk63.wav,1
chunks\fake\biden-to-ryan_chunk64.wav,1
chunks\fake\biden-to-ryan_chunk65.wav,1
chunks\fake\biden-to-ryan_chunk66.wav,1
chunks\fake\biden-to-ryan_chunk67.wav,1
chunks\fake\biden-to-ryan_chunk68.wav,1
chunks\fake\biden-to-ryan_chunk69.wav,1
chunks\fake\biden-to-ryan_chunk7.wav,1
chunks\fake\biden-to-ryan_chunk70.wav,1
chunks\fake\biden-to-ryan_chunk71.wav,1
chunks\fake\biden-to-ryan_chunk72.wav,1
chunks\fake\biden-to-ryan_chunk73.wav,1
chunks\fake\biden-to-ryan_chunk74.wav,1
chunks\fake\biden-to-ryan_chunk75.wav,1
chunks\fake\biden-to-ryan_chunk76.wav,1
chunks\fake\biden-to-ryan_chunk77.wav,1
